rid,ttr
273,0.008428096771240234
274,0.0063228607177734375
275,0.012362003326416016
276,0.005621433258056641
277,0.012759208679199219
278,0.018385648727416992
279,0.02063131332397461
280,0.011798620223999023
281,0.012675285339355469
282,0.006909847259521484
283,0.006565570831298828
284,0.00711369514465332
285,0.006695270538330078
286,0.010030031204223633
287,0.006983041763305664
288,0.013761758804321289
289,0.006320476531982422
290,0.012164592742919922
291,0.009650230407714844
292,0.008259296417236328
293,0.0068035125732421875
294,0.00655055046081543
295,0.011684656143188477
296,0.00913238525390625
297,0.02064657211303711
298,0.011947154998779297
299,0.01380157470703125
300,0.00659489631652832
301,0.0072536468505859375
302,0.00710606575012207
303,0.008794069290161133
304,0.006325960159301758
305,0.006815195083618164
306,0.010519981384277344
307,0.01342463493347168
308,0.015180587768554688
309,0.018894433975219727
310,0.005323171615600586
311,0.006201267242431641
312,0.006010532379150391
313,0.01278829574584961
314,0.009133338928222656
315,0.005715608596801758
316,0.008478879928588867
317,0.016374826431274414
318,0.01175832748413086
319,0.005530357360839844
320,0.008266925811767578
321,0.0061991214752197266
322,0.0062029361724853516
323,0.012493133544921875
324,0.012261390686035156
325,0.00710749626159668
326,0.007574319839477539
327,0.008759737014770508
328,0.005842924118041992
329,0.012190818786621094
330,0.007467985153198242
331,0.012160062789916992
332,0.007100820541381836
333,0.005959749221801758
334,0.007800102233886719
335,0.011803627014160156
336,0.015438556671142578
337,0.005864858627319336
338,0.01189279556274414
339,0.010251045227050781
340,0.007997989654541016
341,0.00866389274597168
342,0.006203889846801758
343,0.0066030025482177734
344,0.020656824111938477
345,0.006792306900024414
346,0.007520198822021484
347,0.005947113037109375
348,0.011906147003173828
349,0.00932765007019043
350,0.007606983184814453
351,0.005564689636230469
352,0.012550592422485352
353,0.005667448043823242
354,0.006047964096069336
355,0.005850553512573242
356,0.01333475112915039
357,0.011693954467773438
358,0.007002830505371094
359,0.007142066955566406
360,0.006627082824707031
361,0.0072367191314697266
362,0.006057024002075195
363,0.005835771560668945
364,0.005643367767333984
365,0.006161212921142578
366,0.007344484329223633
367,0.007622957229614258
368,0.009377241134643555
369,0.006432533264160156
