rid,ttr
273,0.035062551498413086
274,0.03558754920959473
275,0.02898263931274414
276,0.02170848846435547
277,0.03061199188232422
278,0.04433178901672363
279,0.06441307067871094
280,0.0247499942779541
281,0.031272172927856445
282,0.034783363342285156
283,0.03086113929748535
284,0.046015262603759766
285,0.05053281784057617
286,0.02419304847717285
287,0.02373790740966797
288,0.03181958198547363
289,0.02633500099182129
290,0.029862642288208008
291,0.026900768280029297
292,0.02269458770751953
293,0.027225494384765625
294,0.021515369415283203
295,0.029538393020629883
296,0.03425288200378418
297,0.04471421241760254
298,0.03316378593444824
299,0.03218793869018555
300,0.020357370376586914
301,0.025470972061157227
302,0.03643536567687988
303,0.02108168601989746
304,0.020424604415893555
305,0.021931171417236328
306,0.03238677978515625
307,0.028957128524780273
308,0.03474831581115723
309,0.04805874824523926
310,0.016818761825561523
311,0.023743152618408203
312,0.025107145309448242
313,0.053963661193847656
314,0.028391122817993164
315,0.017108678817749023
316,0.025300025939941406
317,0.05122828483581543
318,0.027277708053588867
319,0.022626399993896484
320,0.024373292922973633
321,0.0526885986328125
322,0.022777795791625977
323,0.030936479568481445
324,0.03682732582092285
325,0.047636985778808594
326,0.018915176391601562
327,0.032027244567871094
328,0.017752885818481445
329,0.03094792366027832
330,0.026497602462768555
331,0.03343009948730469
332,0.025083065032958984
333,0.03208518028259277
334,0.02629566192626953
335,0.03382754325866699
336,0.050215721130371094
337,0.03839755058288574
338,0.027151107788085938
339,0.028191089630126953
340,0.025879383087158203
341,0.023697376251220703
342,0.019504308700561523
343,0.025037765502929688
344,0.032560110092163086
345,0.022047042846679688
346,0.043387651443481445
347,0.020120620727539062
348,0.026395559310913086
349,0.02760457992553711
350,0.023759841918945312
351,0.01618027687072754
352,0.03313016891479492
353,0.025908231735229492
354,0.02835559844970703
355,0.026477813720703125
356,0.03870224952697754
357,0.042205810546875
358,0.030542373657226562
359,0.0398859977722168
360,0.02620840072631836
361,0.02406764030456543
362,0.03754305839538574
363,0.03136706352233887
364,0.0334477424621582
365,0.034097909927368164
366,0.030196189880371094
367,0.04418015480041504
368,0.02302098274230957
369,0.01828598976135254
370,0.028038978576660156
371,0.04373931884765625
372,0.03885841369628906
373,0.019610881805419922
374,0.018751144409179688
375,0.020340442657470703
376,0.036864519119262695
377,0.0240476131439209
378,0.020411968231201172
379,0.034121036529541016
380,0.038060903549194336
381,0.056052446365356445
382,0.061012983322143555
383,0.07100605964660645
384,0.05286121368408203
385,0.05434679985046387
386,0.07026886940002441
387,0.026772260665893555
388,0.03584575653076172
389,0.02632737159729004
390,0.03594541549682617
391,0.036865949630737305
392,0.03450441360473633
393,0.0502011775970459
394,0.038756370544433594
395,0.024729251861572266
396,0.02715444564819336
397,0.029189348220825195
398,0.020745038986206055
399,0.027830123901367188
400,0.037779808044433594
401,0.053137779235839844
402,0.033518075942993164
403,0.028823375701904297
404,0.018458843231201172
405,0.021736860275268555
406,0.024982213973999023
407,0.023209333419799805
408,0.023782968521118164
409,0.025440216064453125
410,0.022187471389770508
411,0.02535533905029297
412,0.02230358123779297
413,0.04203033447265625
414,0.05599188804626465
415,0.06596994400024414
416,0.06841039657592773
417,0.02227163314819336
418,0.022272825241088867
419,0.023116350173950195
420,0.029988527297973633
421,0.041124820709228516
422,0.03039383888244629
423,0.035881757736206055
424,0.04874134063720703
425,0.01893305778503418
426,0.0263214111328125
427,0.029080629348754883
428,0.0303194522857666
429,0.023612499237060547
430,0.030000925064086914
431,0.027117013931274414
432,0.03091263771057129
433,0.04288506507873535
434,0.047759056091308594
435,0.059419870376586914
436,0.02402639389038086
437,0.026036500930786133
438,0.020138025283813477
439,0.03420209884643555
440,0.036835670471191406
441,0.046460628509521484
442,0.02077174186706543
443,0.020753860473632812
444,0.030246973037719727
445,0.027574777603149414
446,0.0311892032623291
447,0.028789043426513672
448,0.02302265167236328
449,0.030444622039794922
450,0.04465985298156738
451,0.02355194091796875
452,0.02359461784362793
453,0.03541970252990723
454,0.046102046966552734
455,0.02970409393310547
456,0.03174018859863281
457,0.03138995170593262
458,0.03983044624328613
459,0.023139238357543945
460,0.03240537643432617
461,0.033556222915649414
462,0.04631185531616211
463,0.041788578033447266
464,0.030091285705566406
465,0.02952265739440918
466,0.021973848342895508
467,0.023008346557617188
468,0.044341087341308594
469,0.02941441535949707
470,0.027675151824951172
471,0.023885726928710938
472,0.02730584144592285
473,0.06853985786437988
474,0.01990532875061035
475,0.0205075740814209
476,0.02576279640197754
477,0.031154870986938477
478,0.03914356231689453
479,0.042916297912597656
480,0.02914118766784668
481,0.0459752082824707
482,0.026508331298828125
483,0.02808523178100586
484,0.02163839340209961
485,0.029590129852294922
486,0.017375707626342773
487,0.032568931579589844
488,0.031358957290649414
489,0.035279273986816406
490,0.039444923400878906
491,0.03848838806152344
492,0.05631709098815918
493,0.05306720733642578
494,0.060891151428222656
495,0.06102395057678223
496,0.07170581817626953
497,0.08814287185668945
498,0.10600638389587402
499,0.04324746131896973
500,0.05386829376220703
501,0.02434849739074707
502,0.029727697372436523
503,0.021776914596557617
504,0.025533199310302734
505,0.019687891006469727
506,0.02617025375366211
507,0.026169300079345703
508,0.024452924728393555
509,0.026267290115356445
510,0.033200740814208984
511,0.034330129623413086
512,0.026591777801513672
513,0.021710872650146484
514,0.018495559692382812
515,0.03384590148925781
516,0.03157782554626465
517,0.03805804252624512
518,0.040821075439453125
519,0.03827238082885742
520,0.04176783561706543
521,0.021833181381225586
522,0.024547100067138672
523,0.03139615058898926
524,0.048894643783569336
525,0.0578310489654541
526,0.019099950790405273
527,0.021309375762939453
528,0.019968032836914062
529,0.032351016998291016
530,0.03612065315246582
531,0.043622493743896484
532,0.024329185485839844
533,0.027592182159423828
534,0.03982353210449219
535,0.048102617263793945
536,0.034122467041015625
